age,id,became_member_on,income,F,M,O,no_gender,orig_id
20,4565,20170206,35000.0,1,0,0,0,76244aaaebc54b67b4d0e236a58c6ff3
56,4566,20160416,42000.0,1,0,0,0,252940e2b1a94d668fc1673aa83632c0
68,4567,20150505,79000.0,0,1,0,0,d7f5c33a856240ec8d1186edea08e0fe
58,4568,20160707,102000.0,0,1,0,0,4ceaf68ebb40427c942bf6cc390e999e
70,4569,20160630,99000.0,1,0,0,0,d2a62564694243998df45e80d7348f2f
84,4570,20180626,69000.0,0,1,0,0,2150365f365b47d4ac6a667ea4c8fc72
63,4571,20170117,95000.0,1,0,0,0,a487abb2cec6470d8bca05401c1c30e0
23,4572,20170916,50000.0,0,1,0,0,85cea1156af244d58a343f7f808b144a
47,4573,20150425,53000.0,0,1,0,0,4bdd34a262b24807a6f327967aa42ea6
78,4574,20180516,53000.0,0,1,0,0,535966e0a95d45389d4b8e935723b046
85,4575,20180503,85000.0,0,1,0,0,d4bb9af2f45d40938cbe8239260d39dc
0,4576,20160523,,0,0,0,1,c97f4e8df4d84315b3fc727895c165d9
54,4577,20170514,87000.0,0,0,1,0,5815952104fd40bb84730a93a750cc82
32,4578,20150731,59000.0,0,1,0,0,c8c7d3b6effd4f518878e42f7d5428a1
82,4579,20160731,92000.0,0,1,0,0,fec10086d3c54d929bdd8215df31d9f3
74,4580,20171214,100000.0,0,1,0,0,e5747aa5f9cd4079ba6d76cbd0b9363c
48,4581,20150619,68000.0,0,1,0,0,7bf9c60b5ed84997869b1cd220de1149
55,4582,20160704,64000.0,0,1,0,0,24bc961aac694468975e6c3cb4d49755
41,4583,20150226,30000.0,0,1,0,0,2172dc3aa5ca4e68819ed402a2f91a9e
62,4584,20160113,57000.0,0,1,0,0,cc58250fc7404ff4859ba83701ed4a65
0,4585,20180701,,0,0,0,1,dad8efdccb7e47ee8e628db1b61c847c
70,4586,20130811,31000.0,0,1,0,0,5a16683f3bf14ea9aa0b79b0cf8cbf40
26,4587,20170809,68000.0,0,1,0,0,3d49100a7a3840dea1226cffe0bec553
0,4588,20151021,,0,0,0,1,2847621b6efc4ad5a039fe338fef2890
52,4589,20170625,73000.0,1,0,0,0,2e5b38e0d2054a01a7b08d21cf6d39ad
42,4590,20170927,61000.0,1,0,0,0,7eb248dd7ac546a4931a3e0ad67d0286
0,4591,20161124,,0,0,0,1,5417cd56b9884f26b4cb0cd15b9aafc4
44,4592,20180405,74000.0,1,0,0,0,a2e8109f29994fe7b50bac2a04c7059e
80,4593,20170702,35000.0,1,0,0,0,f56f4b62551b4ab982edb7c959255a82
0,4594,20180219,,0,0,0,1,41937f6173f443d3a5d5dfb5ad67746d
78,4595,20171120,50000.0,0,1,0,0,8aaa90b4d04143cf9e4b482f31e648bc
78,4596,20151231,93000.0,0,1,0,0,a216df544a944c2f9796f44e20d0de78
62,4597,20161224,83000.0,1,0,0,0,d29bf27a8925447e9e11e6c02912963a
44,4598,20180520,41000.0,1,0,0,0,67293ef49e0941b3a9a23ee5de634052
42,4599,20161225,58000.0,0,1,0,0,a10fcf3dacaf4bedacc1626f26c15311
59,4600,20160414,78000.0,0,1,0,0,d5401ed982f94e08a214dd4b66200601
27,4601,20150802,40000.0,0,1,0,0,7a4f2c4d9ddd4279a83ad86b4b5a81f2
73,4602,20170920,65000.0,1,0,0,0,84163a1b1490474e9bab09607df67c9c
82,4603,20151120,78000.0,0,1,0,0,033d0a511a5c452ea2be37a23f8c6dcb
55,4604,20180508,74000.0,1,0,0,0,004b041fbfe44859945daa2c7f79ee64
73,4605,20180530,61000.0,0,1,0,0,5f4e00dd55a64825b3e377336fbf71db
72,4606,20170407,102000.0,0,1,0,0,00b18b535d6d4f779dea4dc9ac451478
36,4607,20180421,54000.0,1,0,0,0,e008262ad24e46af98a928342e303c3e
62,4608,20171229,47000.0,1,0,0,0,b1849c40e7b34593ae30b79f0744c84a
43,4609,20170801,44000.0,0,1,0,0,e1e93ffe40fa456eba9a5d19be35ada5
37,4610,20160525,69000.0,0,1,0,0,92865486ac7a4e8c9311568f97426db5
58,4611,20160428,31000.0,0,1,0,0,475733bc4d89458691ca25a4348e6934
38,4612,20170913,32000.0,0,1,0,0,1e2259a131074464851efe535dd17634
75,4613,20160711,52000.0,1,0,0,0,8b5580e6781646439a91b7865da79899
63,4614,20171231,119000.0,0,1,0,0,d15f3f2fe6cd4f20a5da77f250cbe04b
49,4615,20170605,108000.0,1,0,0,0,555be575c91041cbaa47eb24744cc724
0,4616,20161013,,0,0,0,1,6eaecf5a6f75472db3e79e4c346ac318
62,4617,20180531,51000.0,0,1,0,0,f3587067269d4cc59b0e122404c00463
50,4618,20171119,74000.0,0,1,0,0,98176429017542b6a95652cd6cadae28
73,4619,20160926,78000.0,0,1,0,0,8a1b1c081de1473b8b0712b093fee49f
54,4620,20170905,96000.0,0,1,0,0,11b7e48f97cc4237a996e3ca88bc447d
26,4621,20171111,74000.0,1,0,0,0,540b03515bf14d0ca0dba46eb780ad45
53,4622,20141003,39000.0,0,1,0,0,1ac83a504e56462f9b574e9b845a32e0
41,4623,20151119,90000.0,1,0,0,0,906a503983444d939dbb4c97e34ba9d2
0,4624,20160313,,0,0,0,1,689beb5e5dee4b998b22b1997a291f75
69,4625,20170511,103000.0,0,1,0,0,34bdd53626264062ad7789ca342122a1
60,4626,20140419,72000.0,0,1,0,0,15ba5144af0048679ec28a1f13848adb
25,4627,20170408,49000.0,0,1,0,0,ba6af8ec6434444190775b4f4d2bc63d
66,4628,20160817,80000.0,0,1,0,0,6656fa4416e241c69a4610d6e464d916
49,4629,20180711,31000.0,0,1,0,0,7778fe787e7240cd8684ca67ca72eeba
19,4630,20170730,55000.0,0,1,0,0,1277b08cb40e4abd8cf9d78519e82a56
0,4631,20180317,,0,0,0,1,a245499a51c948829ac0825d9c669ee8
76,4632,20140922,53000.0,1,0,0,0,ddaabc163dc24449b24b391ffc880aa3
40,4633,20150902,54000.0,0,1,0,0,8214a0d3138c47ee8397379d15178fd3
65,4634,20180325,83000.0,1,0,0,0,fef79a64b82e4a8ebd8f583101c4a85c
45,4635,20180722,61000.0,1,0,0,0,dc9be5a796834821a41aaa2393e5a8d9
69,4636,20160909,114000.0,1,0,0,0,abc210958d314238bbea0baf7086d613
54,4637,20171004,83000.0,0,1,0,0,645bdee43b0f43899320fcb0b427084c
65,4638,20171106,67000.0,0,1,0,0,f8d52526c7714472ba97f3e87931bebf
39,4639,20180714,66000.0,0,1,0,0,b5416c7b6cc0409eb428aa6f098b4480
29,4640,20170601,55000.0,0,1,0,0,0bc7c49f736c4a7fb104595df8c54d74
0,4641,20171112,,0,0,0,1,85240db9bdca4e5486b9837ae5ceea59
0,4642,20180122,,0,0,0,1,e7593c299cd84b9f9b2c5d170ebc36df
61,4643,20131015,34000.0,0,1,0,0,ef8216e6e8c44ce08c75752c700b1da7
54,4644,20150507,48000.0,1,0,0,0,c91761144bce489bac76377c73b4058a
72,4645,20150903,45000.0,1,0,0,0,3fce031043224fd49c51a75022d7ace2
33,4646,20160114,44000.0,1,0,0,0,67fc25500b6b42fd923318fea3c136cb
42,4647,20131017,48000.0,1,0,0,0,779e672dfddc4efa9c9430eda8e1a89b
70,4648,20170613,103000.0,1,0,0,0,c89988070f2a4f95b5844f2581256e56
38,4649,20170806,51000.0,0,1,0,0,bc0c484263b94b0896f20c5e4fdf3585
81,4650,20170411,69000.0,0,1,0,0,2d3788d960ad4fa6977a4cdbef566199
36,4651,20170923,43000.0,0,1,0,0,3a1ba750f9e94800b68427f34027ccd0
36,4652,20180311,53000.0,0,1,0,0,96972ee997924865b4c939de10088622
51,4653,20150701,81000.0,1,0,0,0,3d1738283537455290b473b991ff557b
69,4654,20160803,110000.0,1,0,0,0,ee73e828e4524b0c89a4dac6de392dab
63,4655,20180530,85000.0,1,0,0,0,8de31c12e1a84858bb1d18c6c9272a7b
0,4656,20160122,,0,0,0,1,b6414121421d43b5b45cdd70f1f1c8d1
59,4657,20170809,86000.0,0,0,1,0,7304181ba38b4c88a224269958564b72
50,4658,20170619,63000.0,0,1,0,0,3e73ba9f97144addb9cb17ac324b77ff
64,4659,20170913,59000.0,0,1,0,0,382e9ed67d2f4d80b9223d16a5d7344a
40,4660,20180417,41000.0,0,1,0,0,bd1e687ace0b4d62aaf516aaec150beb
30,4661,20170601,65000.0,0,1,0,0,cd9bac9e8aea4609929a55b9b468c88e
61,4662,20131217,59000.0,0,1,0,0,a800c29fef434787846f1816f0aec941
25,4663,20160801,66000.0,0,1,0,0,3c765494acae43d48f69cc29794dfa1a
78,4664,20161202,74000.0,1,0,0,0,455a7c0dc2cc41b1a30c8722fc8b4c39
27,4665,20180712,74000.0,0,1,0,0,9da20f64522348e7a8d5006fc232b2b6
55,4666,20180112,50000.0,0,1,0,0,a3320e68bc214d66abe4ac794cb850ba
28,4667,20180313,31000.0,0,1,0,0,325401ecec2e4570833f25eafccf16da
77,4668,20171229,32000.0,0,1,0,0,ba837b8385e74413981dd817f6deba2c
24,4669,20180612,38000.0,0,1,0,0,51f5192107fd4fd6a5bf0aa434e659ce
52,4670,20170117,43000.0,0,1,0,0,6432b493b1e8473db258f5bbad1b5984
56,4671,20170422,80000.0,0,1,0,0,774527ea5eb640e89704e3a350966558
43,4672,20150731,67000.0,1,0,0,0,ff9f73ead16a4f9b9e1a53a27280af92
48,4673,20180506,72000.0,1,0,0,0,35055ff4289447df8c93739196163b01
59,4674,20170717,105000.0,0,1,0,0,bc0f4edf02b34c96b2a5b1fb30929db8
59,4675,20180706,57000.0,0,1,0,0,b9a046fb70224529bebf80388f93e5ad
64,4676,20140816,75000.0,0,1,0,0,291689651ce14d62a5efe33e5706ce12
65,4677,20171015,50000.0,0,1,0,0,e0a9ee8fae6f497aadbdd28c82aa7484
36,4678,20160609,92000.0,1,0,0,0,aaa88e429f654c6295d47ae156636fa0
54,4679,20180606,70000.0,0,1,0,0,02a3aa431c1047be8eafec3dcd6b5fd0
72,4680,20180713,49000.0,1,0,0,0,50ea5fb747ee4f8a846acee4c3d8366f
73,4681,20170920,85000.0,0,1,0,0,f6e7986202724b9cb7000be668d10359
43,4682,20160819,100000.0,0,1,0,0,fc4bf7eecf2a438c925f2c3cb43355d3
39,4683,20171114,96000.0,0,1,0,0,8d7d3db57cbe48929746f887d29d453b
33,4684,20180127,44000.0,0,1,0,0,3c491daa80324700ab0a5495c32c7c7c
51,4685,20160825,75000.0,0,1,0,0,bdfba75f0e0c4533b4b6b97fa37daa4f
80,4686,20140920,77000.0,1,0,0,0,cbc319bfba994a878170f4422b2da8c6
0,4687,20160125,,0,0,0,1,66871162ec084d02aeaf45791bea91fe
25,4688,20171201,67000.0,1,0,0,0,902fa20e066d40458c82d982ff17428c
48,4689,20151017,64000.0,1,0,0,0,e58a012c0a8f4be4a4b18fcc126504ab
0,4690,20171030,,0,0,0,1,916e3f0e54ac41349f8da721d1ab233a
45,4691,20171001,49000.0,1,0,0,0,f0c6122617704fe1a1b669f380266635
51,4692,20171214,77000.0,0,1,0,0,8d79e0eed0c646e28db0c5c6d237c954
56,4693,20180402,60000.0,0,1,0,0,eb026cdc87f0460f8959c0198b89af12
35,4694,20150716,40000.0,1,0,0,0,1c8824395cc444fc99c6a2fbf295786c
83,4695,20180120,73000.0,1,0,0,0,8419c37c46704c1c8f5b8c19fb36ff64
70,4696,20151013,114000.0,0,1,0,0,61767761f4f44c368b5b069170b28bd6
71,4697,20171125,93000.0,0,1,0,0,029e063479234fb1b6c8727c3d45de62
35,4698,20170929,40000.0,0,1,0,0,47ca45c8529e43f29d9a2f285d07ffbe
30,4699,20180113,56000.0,0,1,0,0,c727c0939de24b92a35d4fd7c9fec518
29,4700,20180116,51000.0,0,1,0,0,967cb1c1c6094d2cb15f60b06137c1d1
63,4701,20170809,60000.0,0,1,0,0,a31569d18e98488bb54537067aaef61a
43,4702,20131112,79000.0,0,1,0,0,d015bf9545c1465d8328a18c8a825226
0,4703,20170926,,0,0,0,1,a1ef9bf697a440108744e7e236b6e05b
43,4704,20151007,58000.0,1,0,0,0,7a5d5424fa60427b83be6b9ea98927de
53,4705,20170311,34000.0,1,0,0,0,9b6a4d4dc49643b4872c16def5649db7
57,4706,20161220,54000.0,1,0,0,0,5ea9dae714d2486c81898c5d2a988213
71,4707,20170323,94000.0,0,1,0,0,3a9a78a58d3548798dc4b1b518ea64cf
59,4708,20140214,58000.0,1,0,0,0,1d34870285e9470bac93313e3ae6d381
62,4709,20171227,60000.0,0,1,0,0,7b262b5d16eb491e8681f2e44106d70e
36,4710,20160217,57000.0,1,0,0,0,569ae3091eaa4c0c8378680dbff44d71
67,4711,20170821,79000.0,0,1,0,0,013f2c82889f4641a9b847a48861cce0
54,4712,20180629,70000.0,0,1,0,0,4f7557d8237644248df653277ac6bce4
0,4713,20161117,,0,0,0,1,38c60a8b1136438690a80c3b5a211200
46,4714,20180111,73000.0,1,0,0,0,c5ad0a0a017f4ffeab2dd93af3f97b0a
91,4715,20161120,89000.0,0,1,0,0,647970f8d1874fb69962663a59462745
78,4716,20171006,67000.0,1,0,0,0,a1a1a03fe25b4a488bce9a6ea1435c61
0,4717,20180206,,0,0,0,1,1859c25e140e4573bdb447a55508ee19
59,4718,20160305,44000.0,1,0,0,0,5bb5a7b516994c52a55fe29945769597
46,4719,20170827,58000.0,0,1,0,0,342d282824ff455c924338fedf996076
0,4720,20171229,,0,0,0,1,03659e112e884f38afa963dcb243c6a6
42,4721,20180311,64000.0,0,1,0,0,bf3db1942e184a6eb9c186b2d979d84a
72,4722,20171229,81000.0,1,0,0,0,d25831c62b24442d805dff80c2980af0
40,4723,20160322,96000.0,1,0,0,0,33b72f542d964a07b287e69d33eb380f
51,4724,20180312,49000.0,0,1,0,0,0ff807928b5a4975befa9d967f31120a
76,4725,20131225,64000.0,1,0,0,0,5baa1513c06b4f419dc762c11791f618
69,4726,20161011,105000.0,0,1,0,0,49dca978505c4ab98af51313edf2bd7d
34,4727,20161012,33000.0,1,0,0,0,486561a21b064e0ea7cfc4430297ca4c
25,4728,20170202,54000.0,0,1,0,0,f9d370faa68e4fff90acd14b3e80d344
83,4729,20151106,63000.0,0,1,0,0,87d77223236342d5983c7d7c5e598ef6
41,4730,20161118,58000.0,0,1,0,0,6e87a4c200b141ad972f623c6b534286
50,4731,20140114,58000.0,0,1,0,0,53bd1a40dbf44d708b6f2428298c3a49
51,4732,20171220,36000.0,0,1,0,0,1fa18ac894ce457686b3d3264eb192f5
0,4733,20170914,,0,0,0,1,fa4afa7ddb4241c0b578e35e8a107a6c
30,4734,20180627,45000.0,0,1,0,0,5f6c5be2b4f646e6b4dede651bd79ed8
53,4735,20171012,64000.0,0,1,0,0,a230d8940b9947d9ae50e953a6b51eed
67,4736,20160203,74000.0,0,1,0,0,2c4cee9819af47e78a2a9fc5030921a8
60,4737,20180718,64000.0,0,1,0,0,2eb501be079b40ef818089b92a30b119
70,4738,20131121,82000.0,1,0,0,0,c09601de4f0e402ba6b6bf6d11106e6d
51,4739,20171105,101000.0,1,0,0,0,eeadcd56212b46518e03a3f53d30404b
40,4740,20180703,59000.0,0,1,0,0,1e449ed491f64f1498d25b4160274edc
51,4741,20151017,66000.0,0,1,0,0,062bebd7d15a422aacfbe41412c1bbd5
95,4742,20170611,81000.0,1,0,0,0,69db4ab5361045ce8cccdfbdd2cb5121
52,4743,20170728,31000.0,0,1,0,0,6c8474da5eb440a6a782a3a9dc632dd4
74,4744,20170609,71000.0,1,0,0,0,4c6f75b2201b48a7a531ad06549b1ede
60,4745,20180410,71000.0,1,0,0,0,066146d1b92b4bd88ca2e7e0729bce5c
89,4746,20170816,47000.0,1,0,0,0,b493632a48454e8987612d5f11fe714b
0,4747,20170828,,0,0,0,1,ef0eb362a927490eacc98737c8be50f8
18,4748,20171027,41000.0,0,1,0,0,f0c6c6a4fd6e485ca767ac21a78fb4af
59,4749,20171202,67000.0,0,1,0,0,4ae6edb337f14ce4956c53de1f0289cb
66,4750,20180625,45000.0,0,1,0,0,80ea72d3b2034082a0a2159179becaa7
50,4751,20161022,82000.0,1,0,0,0,9f066310867e45639d8e2ab82948fce4
56,4752,20180421,72000.0,1,0,0,0,e79a8fe270314253ad4f5f8a4fd7cfc1
67,4753,20160525,35000.0,0,1,0,0,bb9e58e712404f8caa0105bbae0c6edb
55,4754,20151208,85000.0,0,1,0,0,83d2641895054948946aa6e898b85632
31,4755,20140213,44000.0,0,1,0,0,519535de1dd84ed79b9ddbdf00e9002b
80,4756,20161217,83000.0,1,0,0,0,82cc7adbd8ae46348273e75f0025288a
56,4757,20161027,62000.0,1,0,0,0,a9a64f729fb246779f823c406033fd14
43,4758,20150315,52000.0,0,1,0,0,a1cdc184a3ff4b57a37670c88d26eca9
61,4759,20170111,59000.0,0,1,0,0,95ba904ccb2b4a22bd1fa14321e98488
76,4760,20160718,33000.0,1,0,0,0,2db807a13372444b9eb716d66479433b
53,4761,20180715,98000.0,1,0,0,0,320dd0b116d4427487c7d828e4b3e1be
44,4762,20180124,35000.0,0,1,0,0,bca961093988487c98c58aa5b2600486
61,4763,20180620,33000.0,0,1,0,0,a6baa548ce4442acb92179fd080964d6
0,4764,20160322,,0,0,0,1,c59c4fd965a0445fb46982546d4f7e85
61,4765,20160728,53000.0,0,1,0,0,da84884d6b5e4eb3bb01142a4a645cb7
36,4766,20180507,66000.0,0,1,0,0,549dcda4abdb4803aa423e1d982a5f30
84,4767,20170702,88000.0,1,0,0,0,136baefea7364ff5925cb81dedbd9bf1
0,4768,20180619,,0,0,0,1,3f23b1c6fdf04e998edf32892e73a604
50,4769,20171006,113000.0,0,1,0,0,e281a984abd94368b10e9101fe038f6b
25,4770,20180113,34000.0,1,0,0,0,56e176508938490395aececa40d957ad
77,4771,20170829,71000.0,1,0,0,0,5ba3453b92c04d02937e446e4155256d
67,4772,20180411,41000.0,0,1,0,0,b64a01dbc7354205bdfdef5ca0ecbe6e
0,4773,20180117,,0,0,0,1,8cc34b8f120d49c8bee8473e75b183cf
44,4774,20170803,31000.0,0,1,0,0,8353ac3c08714ad2912302ac5c7868e5
60,4775,20170926,69000.0,1,0,0,0,62522bf645fa414484552ae80ab467de
0,4776,20180513,,0,0,0,1,37f13b975b2a46639b1d5148bcc08979
81,4777,20180715,62000.0,0,1,0,0,aee02b97af7b47d8a967b2f21b9a2a75
76,4778,20170921,40000.0,0,1,0,0,0eda310a2b0c4e808af13f68afc81eea
87,4779,20130830,38000.0,0,1,0,0,ff35495df493403388a7373862bcf2d5
0,4780,20160601,,0,0,0,1,b9106ce88cee435196f0314db1989b63
80,4781,20130815,55000.0,0,1,0,0,8d15aa457a7e44abae865712ac06afbd
0,4782,20150922,,0,0,0,1,c0852430ada44573a218de7c3b92abbe
28,4783,20160605,34000.0,1,0,0,0,f3845db4f3ba4afb8e82417d42199f24
65,4784,20160615,75000.0,1,0,0,0,26a07f495d214125a9c20158be2afda5
33,4785,20171201,50000.0,0,1,0,0,531085ca92504ea3a06d84fdbfadc7c7
44,4786,20150614,55000.0,0,1,0,0,f62c31aa3c65443eac8b18800bfb6a8f
67,4787,20151201,94000.0,1,0,0,0,d4acc625daab41bc9b6f9cfebdb8fcbf
53,4788,20170423,84000.0,1,0,0,0,01de69b5edab4b89859ea8a7214ba35a
0,4789,20170819,,0,0,0,1,9ab72a00dcf34cd1a9e6383c908f5652
83,4790,20180104,61000.0,1,0,0,0,a52af30da74d48c582ff6735cc3d41c0
57,4791,20180531,61000.0,1,0,0,0,ccbb447a19e04f7fa7a36dae6991b736
87,4792,20180121,42000.0,0,1,0,0,7bbd5819b029482b84527d5982ab51ff
63,4793,20170609,76000.0,1,0,0,0,d2565b7e3ab348caa9727445e0892dd5
57,4794,20180130,52000.0,0,1,0,0,bb4e814b1c954a839950d2e842eaf1c0
64,4795,20150829,95000.0,0,1,0,0,2d0074b84a99445dab755f246f533f59
53,4796,20180517,62000.0,0,1,0,0,8b7d6291add449f7812b3435e77bc304
45,4797,20160625,58000.0,0,1,0,0,6f736bd23374450cb7180d5a570b53a4
0,4798,20160830,,0,0,0,1,c24ab1ea4d9a4e85971c7708c8cc5d2e
0,4799,20171221,,0,0,0,1,e789213c809347128dd9fe36a0db7f1a
41,4800,20151015,87000.0,0,1,0,0,9ac86455545b4f2f8e0f91fb152d3786
60,4801,20170218,118000.0,1,0,0,0,47cdb6b555e44e2a90c6321d35186ac6
56,4802,20170403,60000.0,0,0,1,0,f9aa97d0dd164f8bae52c0a4f9dd9f6e
66,4803,20180128,79000.0,0,1,0,0,be33fc21689342f2b90a00a1892433bf
42,4804,20180516,61000.0,1,0,0,0,3a429a87c92e430483b85e50c168bc7f
0,4805,20170901,,0,0,0,1,bd1887db645549479e247390110b464b
57,4806,20180404,65000.0,0,1,0,0,fdb6f4a30f844f0196165bf6be7ebebc
50,4807,20170811,111000.0,0,1,0,0,962c8ca333d04bb18429276bf88d89dc
0,4808,20160704,,0,0,0,1,1b8f65e946354bf481d92ea58caa729e
0,4809,20160419,,0,0,0,1,beb23fe2d754426b9376449d5668990a
83,4810,20170115,64000.0,1,0,0,0,bb3983180f0f4b019976c13d5106ce11
64,4811,20180702,70000.0,1,0,0,0,8a53db56e2a84dd1b0b3b64743f4a1c9
86,4812,20170822,62000.0,0,1,0,0,c4e20bb4ed2042f68d2d58a865e5f403
43,4813,20180126,39000.0,1,0,0,0,31a99f67ed9f4b859c4279e55e11d3fb
81,4814,20161223,85000.0,0,1,0,0,5e06d34a6048486f8f72e8dd1bcca9e6
52,4815,20180312,99000.0,0,1,0,0,18eddb1a60504a63ba4d200fab4cb36b
44,4816,20180312,76000.0,1,0,0,0,01d7da27b8934ba1b3602a0153e4415f
30,4817,20180326,69000.0,1,0,0,0,e3d829a16f394380a76ef00cbf99cead
50,4818,20180626,56000.0,0,1,0,0,f175e633f1324c838ba3d719e27bcad2
55,4819,20160919,91000.0,1,0,0,0,a8fcb6ae658246708387f979c4949017
41,4820,20141116,55000.0,0,1,0,0,b7509d7b888e4ab197ea253b57f7988c
34,4821,20171016,63000.0,1,0,0,0,0a0e0f2c65304dd2ae36d854baac2cbe
53,4822,20150417,90000.0,1,0,0,0,e436947f277b4878b1f2da6227c8a5f1
0,4823,20180405,,0,0,0,1,1b59e70b05e54356af6832ac10eba27e
65,4824,20180720,93000.0,1,0,0,0,ca9a8170963846329c22dacc7ff86a99
0,4825,20170214,,0,0,0,1,26a60b8bdb17403abf9cead05632d0f1
74,4826,20161111,91000.0,1,0,0,0,01a202a9021e40aeaa5451a5d134c16c
66,4827,20170218,72000.0,0,1,0,0,7c8feb28723b4ef4922459f35a490a27
42,4828,20150730,71000.0,1,0,0,0,a24c620e16fd46b19f67ad6ca0a73dde
88,4829,20170724,89000.0,1,0,0,0,e130d81685ae45deb9fbf6d416084a1d
22,4830,20170830,57000.0,1,0,0,0,88f1f621a99a4c0684862b018be3a6bd
63,4831,20170912,71000.0,0,1,0,0,2db574f9885b44fbbb99396ffd60511a
67,4832,20160529,82000.0,1,0,0,0,61d78b3d76d742b5b50f5f8379c21cf3
56,4833,20171208,60000.0,1,0,0,0,ab2026beec834c99bfe6677fa626d699
71,4834,20171010,62000.0,0,1,0,0,e118a9e0eded4bfd9014cae50c7d5d4e
76,4835,20140910,54000.0,0,1,0,0,4346a6782c8a444ab83c212674613d28
60,4836,20180511,91000.0,1,0,0,0,adad1a68bb674945ba10b71b3fd01592
52,4837,20151107,92000.0,1,0,0,0,ff102dbad4c748ba9f476d29c45f7ed7
58,4838,20150311,78000.0,0,0,1,0,d7a4c9a5d4394065af1af3f924877d5c
43,4839,20170704,60000.0,1,0,0,0,43417e1318e84492888dc8a6aa6cc48d
77,4840,20180302,79000.0,0,1,0,0,af8f99d284ae4639bac4af60f085caef
65,4841,20180719,68000.0,0,1,0,0,62b82a6507554dfca4ca1c9775f1fabe
56,4842,20171211,68000.0,0,1,0,0,cb2731206ba14af0923483f7a447087e
69,4843,20150907,75000.0,0,1,0,0,a417d79c79d646f9ae12dbbe3a4e921f
34,4844,20171205,62000.0,1,0,0,0,685b8642b2dd48b382e8829c8f8d38ad
27,4845,20180702,70000.0,0,1,0,0,6f7930563f024a839e1836b8e56292ea
0,4846,20180506,,0,0,0,1,efc4e7da24314413a228f0dc6651e249
34,4847,20170309,52000.0,1,0,0,0,ee745c75ef0948a191bd47853f92f3c5
80,4848,20170409,100000.0,1,0,0,0,1d2018a7775c4c73b084e9c701560092
63,4849,20180521,74000.0,0,1,0,0,c0eda515b67c4aa99ca289db36cd0f3e
42,4850,20170108,33000.0,1,0,0,0,ade281e47ea7413da6c43d28a74bd871
0,4851,20170623,,0,0,0,1,aa2290ff63b145a19ebc6e86a3719ca7
56,4852,20180512,54000.0,0,1,0,0,5aebac28abda47acb93da649367e95c8
62,4853,20180305,31000.0,0,1,0,0,c5487320b716473ebf7134a10a3c1a71
70,4854,20180505,36000.0,0,1,0,0,52c3de46fb154851b6b4b47e5e519cc4
58,4855,20151104,100000.0,0,1,0,0,974679ad6fc2430ca1239ec26f5aa33e
0,4856,20180120,,0,0,0,1,58566614c9b3417eb7e64ca4230364d2
29,4857,20161014,53000.0,0,1,0,0,25a132b5f6604288a53d48a5f2792735
88,4858,20160319,51000.0,1,0,0,0,b78a64a427eb43f08fd80c68b4d3b973
72,4859,20150830,104000.0,1,0,0,0,e1a14ad61fd04930aaea2fff028ebcbb
54,4860,20170829,74000.0,0,1,0,0,23c4b658871a4d47802b3b148444560a
64,4861,20170105,74000.0,0,1,0,0,3a3359289baf4fea995a0e9bb2972198
84,4862,20151022,64000.0,0,1,0,0,ce6c9feefba945cd9f954cbd3374c987
23,4863,20140226,71000.0,0,1,0,0,2a5f89c79a104198b302c1cb2fd406d9
63,4864,20171127,62000.0,0,1,0,0,6b183c579aa649e8801e730cdd8ee302
65,4865,20170816,52000.0,1,0,0,0,23a16856970749c186398bdfa5d8318c
37,4866,20171021,44000.0,0,1,0,0,4d034de6d0de4b08a1f44929300bc077
0,4867,20170813,,0,0,0,1,6c295cd6d1574a8c9b417b8ca7305827
29,4868,20171105,40000.0,0,1,0,0,9928fa3cadd940878121fdfb8f179f70
77,4869,20130813,77000.0,0,1,0,0,ab1d8ca888784c1eafebf0c51e1b6e3e
52,4870,20170311,81000.0,0,1,0,0,78c4b77f63c448019948da62d44b6390
65,4871,20171118,71000.0,0,1,0,0,03f1ad04292f47b2b1299cc92f8f2a5d
0,4872,20170730,,0,0,0,1,77d39ccc06104bb79334b39f3b230b3c
36,4873,20180204,38000.0,0,1,0,0,52a185bd92f640dd8ff7dc6ac792cb23
44,4874,20170709,64000.0,0,1,0,0,f980db2d419943ad901c364c1987ef90
61,4875,20180315,113000.0,1,0,0,0,f15a85e0d2f946cf8b1e6f8e99b1a72d
70,4876,20170919,34000.0,0,0,1,0,0a20aacc0b0040598997c1a6d829d8e0
53,4877,20151121,41000.0,1,0,0,0,85c02c202b7548e096b4a742368b7e5e
49,4878,20170807,65000.0,0,1,0,0,2663c7215b864922b7c1675cb9c626f3
21,4879,20180506,36000.0,1,0,0,0,18f9f62683bf41278dca98799df7e581
63,4880,20160701,76000.0,1,0,0,0,eb98549b2a1d49638ce954eb036a92d1
52,4881,20160607,100000.0,0,1,0,0,5717b60079fd48b0a66f184540b4cfad
51,4882,20170412,88000.0,1,0,0,0,4a8ee6675cbf4929833a61b6f0e5c539
53,4883,20131212,53000.0,0,1,0,0,3971f0bafa78424ea2361204747cb108
40,4884,20170812,49000.0,0,1,0,0,9154e4f1dd0a41929fd1b6dfb3a32d69
0,4885,20180318,,0,0,0,1,e1f1cf94916e455b9c9bbe3efcfc36dd
26,4886,20180218,65000.0,0,1,0,0,8875068083504a07acb73e37eaf0a048
